user_id,registration_date,country,platform,acquisition_channel
U001242,2025-12-12,DE,Android,Google Ads
U001243,2025-11-26,CN,Android,App Store
U001244,2025-08-05,JP,iOS,Organic
U001245,2025-09-25,DE,iOS,Organic
U001246,2025-07-24,FR,Android,Organic
U001247,2026-05-24,US,PC,TikTok
U001248,2026-03-08,KR,iOS,TikTok
U001249,2026-04-19,KR,iOS,Organic
U001250,2026-06-29,BR,Android,Google Ads
U001251,2025-10-01,CN,Android,TikTok
U001252,2025-07-19,FR,Android,Google Ads
U001253,2025-10-30,KR,iOS,App Store
U001254,2025-07-28,US,Android,Organic
U001255,2025-12-22,FR,Android,Google Ads
U001256,2025-10-14,JP,Android,YouTube
U001257,2026-03-26,FR,PC,Referral
U001258,2025-08-20,BR,Android,App Store
U001259,2025-08-11,CA,Android,TikTok
U001260,2025-08-19,US,Android,Organic
U001261,2026-05-14,IT,Android,Organic
U001262,2026-01-28,CN,iOS,TikTok
U001263,2026-03-16,US,PC,TikTok
U001264,2026-04-16,DE,Android,Organic
U001265,2025-12-03,US,iOS,Google Ads
U001266,2025-11-13,BR,Android,App Store
U001267,2025-10-04,CN,PC,Referral
U001268,2025-09-18,PL,PC,Organic
U001269,2025-07-13,KR,iOS,Google Ads
U001270,2025-07-14,ES,PC,App Store
U001271,2026-02-26,PL,Android,Organic
U001272,2025-10-13,DE,iOS,Organic
U001273,2025-09-03,DE,PC,App Store
U001274,2026-04-04,US,Android,App Store
U001275,2025-08-19,ES,Android,Google Ads
U001276,2025-10-18,FR,PC,YouTube
U001277,2025-10-23,US,Android,TikTok
U001278,2025-12-30,KR,Android,Organic
U001279,2026-03-02,GB,Android,TikTok
U001280,2026-01-25,KR,iOS,TikTok
U001281,2026-02-10,BR,iOS,TikTok
U001282,2026-05-22,CN,Android,Organic
U001283,2025-08-12,ES,Android,Organic
U001284,2025-10-04,PL,Android,TikTok
U001285,2025-11-04,JP,Android,Organic
U001286,2025-12-24,BR,iOS,Google Ads
U001287,2026-06-17,CN,PC,Organic
U001288,2025-09-17,CA,iOS,Google Ads
U001289,2025-10-15,ES,Android,Organic
U001290,2025-10-29,CA,Android,TikTok
U001291,2026-02-19,DE,iOS,Organic
U001292,2025-11-02,FR,PC,App Store
U001293,2026-03-01,CN,Android,TikTok
U001294,2026-01-18,GB,Android,TikTok
U001295,2026-05-04,KR,PC,YouTube
U001296,2025-07-27,CN,iOS,Organic
U001297,2026-04-26,CN,Android,Referral
U001298,2026-06-07,DE,iOS,Organic
U001299,2025-08-28,PL,PC,Referral
U001300,2025-07-20,US,PC,App Store
U001301,2026-03-26,US,Android,Organic
U001302,2025-12-29,GB,PC,Organic
U001303,2026-06-09,DE,PC,YouTube
U001304,2025-09-28,,iOS,App Store
U001305,2025-09-19,CN,Android,Referral
U001306,2025-12-12,KR,PC,App Store
U001307,2025-07-13,GB,Android,Referral
U001308,2025-09-21,DE,iOS,Organic
U001309,2026-03-23,CA,Android,Organic
U001310,2025-07-18,GB,iOS,TikTok
U001311,2025-07-16,CN,PC,App Store
U001312,2026-06-02,US,Android,Organic
U001313,2026-02-23,US,Android,Organic
U001314,2025-07-18,CN,Android,Google Ads
U001315,2025-10-15,ES,PC,Organic
U001316,2025-08-07,JP,Android,Referral
U001317,2026-03-16,JP,iOS,Organic
U001318,2025-08-12,FR,Android,Organic
U001319,2025-10-13,PL,Android,TikTok
U001320,2026-05-01,KR,PC,Google Ads
U001321,2025-07-15,KR,Android,Organic
U001322,2025-08-24,CN,Android,App Store
U001323,2025-09-25,BR,Android,Google Ads
U001324,2026-06-13,JP,Android,Referral
U001325,2026-01-28,DE,Android,Google Ads
U001326,2026-03-12,JP,iOS,App Store
U001327,2025-10-14,KR,Android,Organic
U001328,2025-10-17,CN,PC,App Store
U001329,2025-09-12,BR,Android,YouTube
U001330,2026-05-27,ES,PC,YouTube
U001331,2025-07-31,KR,iOS,YouTube
U001332,2025-12-14,JP,iOS,YouTube
U001333,2025-12-21,JP,Android,App Store
U001334,2026-05-07,CA,PC,App Store
U001335,2025-07-14,US,Android,Organic
U001336,2025-08-28,ES,Android,Google Ads
U001337,2026-03-24,US,Android,Referral
U001338,2026-02-01,JP,iOS,Organic
U001339,2026-07-10,IT,iOS,Organic
U001340,2025-11-25,JP,Android,YouTube
U001341,2025-09-23,JP,iOS,YouTube
U001342,2026-03-05,US,PC,Organic
U001343,2025-08-09,US,Android,Google Ads
U001344,2025-12-09,DE,PC,Organic
U001345,2025-11-29,US,Android,TikTok
U001346,2026-06-17,JP,Android,Google Ads
U001347,2025-11-21,DE,Android,YouTube
U001348,2025-08-15,DE,iOS,Organic
U001349,2026-02-17,PL,Android,Google Ads
U001350,2025-08-02,CN,PC,TikTok
U001351,2025-08-30,US,Android,Organic
U001352,2025-08-15,KR,Android,TikTok
U001353,2026-01-12,CN,Android,Organic
U001354,2025-07-17,US,iOS,Google Ads
U001355,2025-07-25,US,Android,Google Ads
U001356,2025-07-20,JP,Android,Organic
U001357,2026-06-06,BR,iOS,Google Ads
U001358,2026-01-03,US,iOS,Google Ads
U001359,2026-02-26,CN,Android,Organic
U001360,2025-09-22,DE,Android,Google Ads
U001361,2026-04-23,JP,Android,Organic
U001362,2025-12-27,CN,Android,Google Ads
U001363,2026-03-04,ES,Android,Google Ads
U001364,2026-02-20,US,Android,Organic
U001365,2025-09-02,JP,iOS,App Store
U001366,2025-12-13,CN,PC,TikTok
U001367,2025-11-19,CN,Android,App Store
U001368,2026-07-09,GB,Android,Organic
U001369,2025-08-04,JP,iOS,App Store
U001370,2025-08-06,US,iOS,YouTube
U001371,2026-03-15,BR,iOS,YouTube
U001372,2026-02-07,BR,Android,YouTube
U001373,2025-12-03,PL,Android,Organic
U001374,2026-07-09,BR,Android,Organic
U001375,2025-12-11,JP,iOS,TikTok
U001376,2026-02-25,GB,Android,Organic
U001377,2025-09-16,KR,PC,Referral
U001378,2026-01-13,CA,PC,YouTube
U001379,2026-01-31,CN,iOS,Google Ads
U001380,2026-01-25,IT,Android,Organic
U001381,2025-11-17,CN,Android,Google Ads
U001382,2025-10-25,IT,PC,Organic
U001383,2025-10-04,FR,Android,Referral
U001384,2025-07-26,FR,Android,Referral
U001385,2025-07-13,JP,Android,YouTube
U001386,2025-09-20,FR,iOS,Google Ads
U001387,2026-04-09,US,PC,Organic
U001388,2026-01-13,IT,iOS,Google Ads
U001389,2025-12-07,DE,Android,Organic
U001390,2025-08-28,PL,iOS,Referral
U001391,2025-09-13,ES,Android,YouTube
U001392,2026-07-11,CN,iOS,YouTube
U001393,2026-04-14,KR,iOS,App Store
U001394,2026-05-25,KR,iOS,Referral
U001395,2025-08-14,DE,PC,Google Ads
U001396,2025-12-08,BR,PC,TikTok
U001397,2026-01-08,BR,Android,YouTube
U001398,2026-03-26,KR,iOS,App Store
U001399,2025-09-11,KR,iOS,Google Ads
U001400,2025-08-30,US,Android,YouTube
U001401,2025-07-17,US,Android,TikTok
U001402,2025-08-30,CN,iOS,Organic
U001403,2025-12-17,FR,PC,TikTok
U001404,2026-06-15,IT,Android,TikTok
U001405,2026-04-29,PL,Android,App Store
U001406,2025-12-09,PL,Android,Organic
U001407,2025-07-20,PL,iOS,Google Ads
U001408,2025-09-22,GB,iOS,YouTube
U001409,2026-06-19,KR,Android,Organic
U001410,2025-10-30,FR,Android,TikTok
U001411,2025-12-03,KR,iOS,Google Ads
U001412,2026-04-19,KR,PC,YouTube
U001413,2025-07-26,CN,Android,Organic
U001414,2025-11-04,US,iOS,YouTube
U001415,2026-03-11,JP,iOS,Referral
U001416,2026-06-09,ES,iOS,App Store
U001417,2026-01-08,JP,iOS,TikTok
U001418,2025-07-26,DE,iOS,TikTok
U001419,2026-03-04,US,Android,TikTok
U001420,2026-03-01,US,Android,Organic
U001421,2025-07-18,US,iOS,Organic
U001422,2025-07-15,US,PC,TikTok
U001423,2026-02-25,JP,iOS,Google Ads
U001424,2026-03-17,US,Android,Google Ads
U001425,2026-04-02,JP,Android,Organic
U001426,2025-08-23,US,iOS,Referral
U001427,2026-03-25,US,Android,TikTok
U001428,2025-10-07,JP,iOS,Organic
U001429,2025-07-23,US,iOS,TikTok
U001430,2025-12-12,CN,iOS,YouTube
U001431,2026-07-06,CA,iOS,Organic
U001432,2026-03-09,US,iOS,Organic
U001433,2026-07-07,GB,PC,Referral
U001434,2025-11-18,JP,Android,App Store
U001435,2026-04-05,CA,Android,Organic
U001436,2025-09-14,GB,Android,Google Ads
U001437,2026-02-26,GB,Android,Referral
U001438,2025-08-29,IT,iOS,Organic
U001439,2025-10-06,JP,PC,Organic
U001440,2026-02-18,US,iOS,Google Ads
U001441,2026-03-03,JP,Android,YouTube
U001442,2025-07-22,US,iOS,Referral
U001443,2025-08-24,DE,Android,Google Ads
U001444,2026-03-30,US,iOS,Organic
U001445,2025-07-25,US,PC,Organic
U001446,2025-10-03,DE,Android,Organic
U001447,2025-11-27,PL,Android,Organic
U001448,2025-12-16,BR,Android,Organic
U001449,2025-07-18,DE,Android,Organic
U001450,2025-08-18,JP,Android,YouTube
U001451,2025-11-10,CA,PC,YouTube
U001452,2025-07-14,US,Android,Organic
U001453,2025-07-16,JP,iOS,Organic
U001454,2026-05-19,IT,Android,Google Ads
U001455,2025-11-12,JP,Android,Organic
U001456,2026-05-27,US,Android,YouTube
U001457,2026-03-15,US,Android,Google Ads
U001458,2025-08-08,US,PC,Organic
U001459,2025-07-22,FR,iOS,Organic
U001460,2025-09-02,FR,Android,YouTube
U001461,2026-01-16,DE,Android,Referral
U001462,2025-09-20,IT,iOS,TikTok
U001463,2026-02-03,JP,Android,TikTok
U001464,2025-07-17,CN,Android,Referral
U001465,2025-07-13,GB,PC,App Store
U001466,2025-09-24,BR,Android,Organic
U001467,2025-08-24,JP,iOS,TikTok
U001468,2026-01-23,US,Android,YouTube
U001469,2026-03-20,KR,PC,Organic
U001470,2025-10-05,CA,Android,Organic
U001471,2026-02-21,PL,Android,Organic
U001472,2026-01-18,BR,iOS,Google Ads
U001473,2025-08-12,BR,PC,Google Ads
U001474,2025-07-21,JP,PC,YouTube
U001475,2026-06-02,FR,PC,Google Ads
U001476,2025-09-22,CN,iOS,Referral
U001477,2025-11-20,FR,iOS,Google Ads
U001478,2026-04-23,FR,PC,TikTok
U001479,2025-07-27,US,PC,Google Ads
U001480,2025-07-27,CN,Android,TikTok
U001481,2026-04-21,CN,iOS,App Store
U001482,2025-11-02,US,Android,Organic
U001483,2026-07-06,PL,PC,YouTube
U001484,2026-04-03,GB,Android,Google Ads
U001485,2025-11-07,PL,Android,Organic
U001486,2026-07-04,JP,Android,Organic
U001487,2025-10-20,JP,Android,Google Ads
U001488,2026-01-05,FR,PC,Organic
U001489,2025-08-19,US,Android,Organic
U001490,2026-04-21,US,Android,Referral
U001491,2025-09-28,DE,Android,Referral
U001492,2026-06-11,PL,Android,YouTube
U001493,2025-07-21,PL,PC,Organic
U001494,2026-05-27,US,iOS,Organic
U001495,2025-10-08,JP,iOS,App Store
U001496,2026-04-24,US,Android,TikTok
U001497,2026-04-13,CN,PC,Google Ads
U001498,2025-08-15,CA,Android,Organic
U001499,2026-02-08,CN,iOS,Organic
U001500,2026-02-18,DE,Android,Google Ads
U001501,2025-07-17,GB,PC,Google Ads
U001502,2025-08-09,KR,iOS,TikTok
U001503,2026-01-14,GB,Android,TikTok
U001504,2026-01-13,ES,iOS,Organic
U001505,2025-07-31,JP,iOS,TikTok
U001506,2026-05-28,CN,Android,Google Ads
U001507,2025-09-18,GB,Android,YouTube
U001508,2025-07-27,PL,iOS,YouTube
U001509,2025-11-15,JP,Android,TikTok
U001510,2025-09-21,BR,iOS,Google Ads
U001511,2026-05-18,FR,iOS,Google Ads
U001512,2025-11-29,CA,Android,Referral
U001513,2025-07-27,CN,Android,App Store
U001514,2026-01-18,JP,Android,YouTube
U001515,2025-08-05,US,Android,Organic
U001516,2026-06-17,ES,iOS,YouTube
U001517,2025-11-30,BR,Android,YouTube
U001518,2025-08-09,PL,IOS,Google Ads
U001519,2026-04-18,KR,Android,TikTok
U001520,2026-04-20,BR,PC,Google Ads
U001521,2025-08-10,DE,iOS,Organic
U001522,2025-07-27,US,Pc,TikTok
U001523,2026-01-04,JP,Android,Google Ads
U001524,2026-02-01,BR,Android,App Store
U001525,2026-05-06,GB,Android,TikTok
U001526,2025-08-10,FR,iOS,Organic
U001527,2026-05-16,US,iOS,YouTube
U001528,2025-08-12,CN,iOS,App Store
U001529,2025-08-24,FR,PC,Google Ads
U001530,2026-06-11,JP,Android,Organic
U001531,2025-10-24,CN,Android,Organic
U001532,2025-07-21,US,PC,TikTok
U001533,2025-12-30,US,Android,YouTube
U001534,2025-07-19,BR,Android,Referral
U001535,2026-07-01,US,Android,Google Ads
U001536,2026-02-28,DE,PC,TikTok
U001537,2026-05-06,JP,Android,Google Ads
U001538,2026-01-24,US,iOS,Organic
U001539,2025-10-30,BR,Android,Google Ads
U001540,2025-10-18,CN,Pc,TikTok
U001541,2026-03-23,CN,Android,Google Ads
U001542,2026-02-28,KR,Android,Organic
U001543,2025-07-22,IT,Android,Google Ads
U001544,2025-08-10,US,PC,Organic
U001545,2025-10-06,ES,Android,TikTok
U001546,2026-01-12,DE,iOS,Organic
U001547,2025-09-10,PL,PC,Referral
U001548,2025-09-20,KR,Android,Referral
U001549,2025-07-27,CN,iOS,Google Ads
U001550,2025-11-30,IT,iOS,Organic
U001551,2026-02-03,PL,PC,Organic
U001552,2025-08-02,CN,Android,Google Ads
U001553,2025-09-06,US,Android,Referral
U001554,2025-07-29,BR,Android,App Store
U001555,2025-08-05,FR,Android,YouTube
U001556,2025-08-04,JP,iOS,Google Ads
U001557,2025-12-25,JP,Android,App Store
U001558,2026-02-19,BR,Android,TikTok
U001559,2025-09-01,JP,PC,Organic
U001560,2025-07-25,US,Android,Organic
U001561,2025-07-15,JP,PC,Google Ads
U001562,2025-09-12,US,iOS,TikTok
U001563,2025-08-01,ES,iOS,Google Ads
U001564,2026-02-23,FR,Android,Organic
U001565,2025-11-12,KR,iOS,Organic
U001566,2026-02-20,FR,Android,TikTok
U001567,2025-08-07,CA,iOS,Organic
U001568,2025-09-02,US,PC,Organic
U001569,2026-06-07,GB,Android,Referral
U001570,2025-11-05,GB,iOS,YouTube
U001571,2025-07-26,US,Android,TikTok
U001572,2026-02-13,JP,iOS,Organic
U001573,2025-07-18,JP,PC,YouTube
U001574,2026-02-02,CA,Andriod,YouTube
U001575,2025-10-08,BR,iOS,YouTube
U001576,2026-05-02,PL,iOS,App Store
U001577,2025-12-23,CN,Android,Organic
U001578,2025-07-15,JP,Android,TikTok
U001579,2026-02-15,ES,PC,Referral
U001580,2025-07-16,CN,iOS,Organic
U001581,2025-09-13,FR,Android,TikTok
U001582,2026-06-05,KR,PC,YouTube
U001583,2026-04-11,FR,iOS,App Store
U001584,2026-02-08,GB,iOS,Google Ads
U001585,2026-04-16,BR,iOS,Organic
U001586,2026-05-04,KR,Android,Google Ads
U001587,2026-02-04,FR,PC,Google Ads
U001588,2026-06-06,US,Android,Organic
U001589,2026-06-02,GB,Android,TikTok
U001590,2025-11-29,JP,PC,TikTok
U001591,2026-02-01,CN,Android,Organic
U001592,2026-01-31,KR,Android,Google Ads
U001593,2025-09-05,US,PC,YouTube
U001594,2025-07-16,CA,Android,Organic
U001595,2025-07-29,DE,iOS,YouTube
U001596,2026-04-02,US,Android,Google Ads
U001597,2025-08-25,CA,PC,TikTok
U001598,2026-06-24,KR,iOS,TikTok
U001599,2026-04-28,ES,Android,TikTok
U001600,2025-11-27,KR,iOS,Google Ads
U001601,2025-07-31,CN,PC,Google Ads
U001602,2026-01-15,US,Android,Google Ads
U001603,2025-07-14,US,iOS,Organic
U001604,2025-12-10,US,Android,Google Ads
U001605,2025-08-07,DE,iOS,Referral
U001606,2026-01-19,JP,Android,Organic
U001607,2026-03-15,US,iOS,Google Ads
U001608,2026-02-05,KR,Android,Organic
U001609,2026-01-04,US,Android,Organic
U001610,2026-06-09,KR,Android,Organic
U001611,2025-10-27,CN,PC,Referral
U001612,2025-09-08,FR,iOS,Google Ads
U001613,2025-11-01,DE,Android,TikTok
U001614,2026-05-21,US,Android,App Store
U001615,2026-06-10,GB,Android,YouTube
U001616,2026-01-24,CN,Android,TikTok
U001617,2026-05-02,CN,iOS,Google Ads
U001618,2026-05-13,JP,iOS,Organic
U001619,2026-02-11,ES,PC,Google Ads
U001620,2025-07-31,JP,PC,Organic
U001621,2026-07-04,IT,Android,Google Ads
U001622,2025-08-22,ES,PC,YouTube
U001623,2026-02-01,FR,iOS,Google Ads
U001624,2025-09-09,CN,iOS,Referral
U001625,2026-02-21,GB,PC,Google Ads
U001626,2026-03-16,JP,Android,App Store
U001627,2026-02-28,PL,iOS,Organic
U001628,2025-11-23,DE,iOS,Organic
U001629,2025-12-13,JP,iOS,Google Ads
U001630,2025-07-13,US,Android,Organic
U001631,2026-01-20,KR,PC,Google Ads
U001632,2026-04-10,JP,Android,TikTok
U001633,2026-04-08,CN,PC,TikTok
U001634,2025-07-28,PL,PC,TikTok
U001635,2025-07-18,US,PC,YouTube
U001636,2025-07-21,CN,iOS,Organic
U001637,2026-04-06,ES,iOS,TikTok
U001638,2025-08-01,IT,PC,Google Ads
U001639,2026-06-25,IT,iOS,TikTok
U001640,2025-12-18,US,iOS,Referral
U001641,2025-10-12,PL,Android,Google Ads
U001642,2026-01-23,KR,iOS,TikTok
U001643,2026-02-18,DE,iOS,TikTok
U001644,2026-03-28,US,Android,TikTok
U001645,2025-10-02,DE,Android,Referral
U001646,2025-11-04,US,iOS,TikTok
U001647,2025-07-15,US,Android,TikTok
U001648,2026-03-22,,Android,Google Ads
U001649,2026-06-14,DE,iOS,Organic
U001650,2025-10-29,US,PC,TikTok
U001651,2025-08-27,US,iOS,Referral
U001652,2025-08-31,JP,Android,TikTok
U001653,2025-09-14,US,iOS,Google Ads
U001654,2026-07-12,PL,iOS,Organic
U001655,2025-10-02,US,iOS,Google Ads
U001656,2026-06-29,DE,PC,Organic
U001657,2025-07-19,PL,Android,Google Ads
U001658,2025-08-12,JP,Android,App Store
U001659,2025-10-10,CN,Android,Organic
U001660,2026-04-12,GB,Android,Google Ads
U001661,2025-12-23,DE,Android,YouTube
U001662,2025-09-16,DE,PC,Organic
U001663,2025-11-06,GB,Android,TikTok
U001664,2025-07-17,JP,iOS,Referral
U001665,2026-02-26,CN,iOS,Google Ads
U001666,2025-10-12,JP,iOS,Google Ads
U001667,2025-12-15,US,iOS,YouTube
U001668,2026-06-13,US,Android,YouTube
U001669,2026-01-17,US,iOS,Google Ads
U001670,2026-04-23,JP,Android,Google Ads
U001671,2026-03-01,IT,Android,YouTube
U001672,2025-10-05,JP,iOS,Google Ads
U001673,2025-08-19,KR,Android,Google Ads
U001674,2026-01-10,KR,iOS,YouTube
U001675,2025-10-09,CN,Android,App Store
U001676,2025-11-20,US,iOS,Google Ads
U001677,2025-08-20,FR,Android,TikTok
U001678,2025-11-24,US,Android,YouTube
U001679,2025-08-16,JP,iOS,YouTube
U001680,2026-04-04,FR,Android,Google Ads
U001681,2026-01-19,KR,Android,Google Ads
U001682,2025-10-25,BR,Android,YouTube
U001683,2025-08-25,US,iOS,Google Ads
U001684,2025-07-25,KR,Android,Google Ads
U001685,2025-12-25,CA,Android,Google Ads
U001686,2026-02-16,BR,Pc,App Store
U001687,2025-11-18,DE,iOS,TikTok
U001688,2025-10-30,GB,PC,Google Ads
U001689,2026-06-23,KR,PC,Google Ads
U001690,2025-12-22,US,iOS,Organic
U001691,2026-06-26,JP,Android,Organic
U001692,2025-11-24,KR,iOS,Organic
U001693,2026-06-05,CN,iOS,Organic
U001694,2026-01-04,US,Android,Google Ads
U001695,2026-05-15,JP,Android,TikTok
U001696,2025-11-05,KR,iOS,Google Ads
U001697,2026-03-30,DE,PC,YouTube
U001698,2025-08-15,KR,Android,YouTube
U001699,2025-09-15,DE,iOS,App Store
U001700,2025-11-10,US,iOS,Google Ads
U001701,2026-01-21,ES,Android,Google Ads
U001702,2026-07-02,US,PC,TikTok
U001703,2026-03-08,US,Android,YouTube
U001704,2025-10-06,PL,Android,Organic
U001705,2026-04-10,US,PC,Referral
U001706,2025-08-12,DE,PC,Google Ads
U001707,2025-07-13,PL,Android,Organic
U001708,2026-03-25,PL,iOS,Organic
U001709,2025-08-20,FR,Android,App Store
U001710,2026-07-06,CN,Android,Organic
U001711,2026-04-25,BR,Android,App Store
U001712,2025-12-14,CN,PC,Organic
U001713,2025-10-10,FR,iOS,TikTok
U001714,2026-04-13,CN,iOS,YouTube
U001715,2025-07-19,PL,Android,Google Ads
U001716,2026-07-09,CA,Android,Organic
U001717,2026-04-13,IT,iOS,Google Ads
U001718,2025-09-11,CN,PC,Referral
U001719,2025-09-23,KR,iOS,YouTube
U001720,2025-08-25,KR,Android,Google Ads
U001721,2025-10-24,JP,iOS,YouTube
U001722,2026-04-08,GB,iOS,Google Ads
U001723,2025-10-21,JP,PC,Organic
U001724,2025-09-01,DE,iOS,TikTok
U001725,2025-11-02,JP,iOS,TikTok
U001726,2025-09-10,CN,Android,Google Ads
U001727,2026-02-18,CN,Android,YouTube
U001728,2026-03-21,JP,iOS,Organic
U001729,2026-05-03,FR,Android,TikTok
U001730,2025-07-13,DE,Android,Organic
U001731,2026-01-15,GB,Android,YouTube
U001732,2025-09-29,US,Android,Referral
U001733,2025-10-23,KR,Android,Organic
U001734,2025-12-26,CA,iOS,App Store
U001735,2026-04-28,KR,Android,Referral
U001736,2025-12-11,JP,PC,App Store
U001737,2025-07-14,GB,Android,Organic
U001738,2025-12-10,KR,Android,Google Ads
U001739,2026-02-11,DE,iOS,YouTube
U001740,2026-05-23,US,Android,Referral
U001741,2025-10-09,DE,PC,App Store
U001742,2025-11-21,ES,PC,Organic
U001743,2026-03-28,FR,Android,App Store
U001744,2025-07-17,JP,iOS,Organic
U001745,2026-05-14,IT,PC,Organic
U001746,2026-03-26,GB,PC,TikTok
U001747,2025-10-12,GB,PC,Google Ads
U001748,2026-02-22,US,Android,Organic
U001749,2025-10-17,CN,Android,Google Ads
U001750,2025-10-16,CA,Android,Organic
U001751,2025-08-13,CA,iOS,Organic
U001752,2025-11-05,US,Android,App Store
U001753,2025-09-23,CN,PC,TikTok
U001754,2026-03-24,PL,PC,Organic
U001755,2026-01-01,US,iOS,Organic
U001756,2025-09-23,JP,Android,YouTube
U001757,2025-08-16,PL,iOS,Organic
U001758,2025-07-14,US,PC,Organic
U001759,2026-05-30,CN,Android,Referral
U001760,2025-12-16,US,IOS,Google Ads
U001761,2025-07-17,GB,PC,TikTok
U001762,2025-12-29,DE,Android,TikTok
U001763,2026-04-11,US,PC,Google Ads
U001764,2025-08-01,KR,PC,Google Ads
U001765,2025-10-13,FR,Android,TikTok
U001766,2026-04-05,IT,iOS,Organic
U001767,2025-10-13,GB,Android,TikTok
U001768,2025-09-26,JP,Android,Google Ads
U001769,2025-12-23,CN,Android,Google Ads
U001770,2026-02-13,US,PC,Organic
U001771,2026-01-14,PL,Android,App Store
U001772,2025-11-12,US,Android,Organic
U001773,2025-09-12,US,PC,Organic
U001774,2025-12-05,JP,iOS,YouTube
U001775,2026-04-07,KR,Android,Google Ads
U001776,2025-10-25,PL,Android,YouTube
U001777,2026-04-15,CN,PC,Referral
U001778,2025-07-29,CN,Android,YouTube
U001779,2025-08-05,GB,Android,YouTube
U001780,2025-12-31,KR,Android,YouTube
U001781,2025-09-03,KR,iOS,TikTok
U001782,2025-07-29,US,iOS,Google Ads
U001783,2025-07-14,ES,Android,Google Ads
U001784,2025-11-01,KR,Android,App Store
U001785,2026-07-10,JP,Android,Organic
U001786,2026-02-08,US,Android,Organic
U001787,2026-04-30,ES,Android,TikTok
U001788,2025-11-12,JP,iOS,YouTube
U001789,2026-03-26,PL,Android,Organic
U001790,2026-07-08,PL,PC,Organic
U001791,2026-03-17,GB,iOS,Referral
U001792,2026-01-07,FR,iOS,Google Ads
U001793,2025-12-27,CN,iOS,TikTok
U001794,2025-11-02,CN,Android,TikTok
U001795,2025-12-28,JP,Android,Google Ads
U001796,2025-09-05,CN,Android,Google Ads
U001797,2025-09-23,US,Android,App Store
U001798,2025-10-10,JP,Android,App Store
U001799,2026-06-30,JP,iOS,Google Ads
U001800,2025-08-18,CN,PC,Google Ads
U001801,2025-09-16,FR,Android,Organic
U001802,2026-04-11,KR,iOS,Organic
U001803,2025-07-14,CN,Android,App Store
U001804,2025-12-21,JP,Android,TikTok
U001805,2026-02-08,IT,Android,TikTok
U001806,2026-04-19,DE,PC,Google Ads
U001807,2025-07-19,JP,PC,YouTube
U001808,2026-01-09,PL,iOS,Organic
U001809,2026-02-07,GB,iOS,Google Ads
U001810,2025-07-23,US,iOS,Google Ads
U001811,2025-08-28,KR,PC,Google Ads
U001812,2025-09-07,JP,iOS,YouTube
U001813,2025-12-21,IT,PC,YouTube
U001814,2026-01-04,FR,iOS,Google Ads
U001815,2025-07-14,JP,iOS,Referral
U001816,2025-07-17,KR,iOS,Organic
U001817,2026-01-18,JP,PC,TikTok
U001818,2025-07-17,US,iOS,TikTok
U001819,2026-01-11,CA,Android,TikTok
U001820,2026-03-05,GB,Android,TikTok
U001821,2026-01-30,US,Android,TikTok
U001822,2026-07-09,GB,iOS,Google Ads
U001823,2025-08-28,JP,Android,YouTube
U001824,2025-10-21,CN,Android,Organic
U001825,2026-03-15,US,PC,Google Ads
U001826,2025-09-26,PL,Android,Google Ads
U001827,2025-09-27,PL,Android,Google Ads
U001828,2026-01-05,US,Android,Organic
U001829,2025-11-24,GB,iOS,App Store
U001830,2026-06-07,ES,Android,Organic
U001831,2025-08-05,US,iOS,TikTok
U001832,2025-10-02,FR,iOS,App Store
U001833,2025-12-19,PL,Android,Organic
U001834,2025-07-15,JP,iOS,TikTok
U001835,2025-08-09,US,Android,TikTok
U001836,2025-10-31,US,Android,Referral
U001837,2025-08-12,US,Android,Referral
U001838,2025-08-16,IT,iOS,Organic
U001839,2026-01-17,CA,PC,Referral
U001840,2025-07-15,JP,Android,YouTube
U001841,2025-11-26,CN,Android,YouTube
U001842,2025-08-03,JP,Android,Google Ads
U001843,2026-01-25,PL,PC,Google Ads
U001844,2026-04-27,DE,iOS,Google Ads
U001845,2025-07-26,US,PC,Organic
U001846,2026-02-16,KR,Android,Organic
U001847,2025-10-26,US,iOS,YouTube
U001848,2026-01-28,US,Android,Organic
U001849,2025-09-03,US,Android,Referral
U001850,2025-10-11,PL,Android,Referral
U001851,2026-01-03,DE,Android,TikTok
U001852,2025-09-27,US,iOS,Google Ads
U001853,2026-05-29,IT,Android,Referral
U001854,2025-12-20,PL,Android,Referral
U001855,2026-04-04,CN,PC,YouTube
U001856,2026-05-18,FR,iOS,Google Ads
U001857,2025-08-28,FR,Android,TikTok
U001858,2026-03-05,IT,iOS,App Store
U001859,2026-04-02,CA,Android,Organic
U001860,2025-12-11,FR,Android,Organic
U001861,2025-07-13,KR,Android,Organic
U001862,2026-06-18,US,PC,App Store
U001863,2025-07-29,US,PC,Referral
U001864,2026-03-21,CA,iOS,TikTok
U001865,2025-07-14,KR,Android,Google Ads
U001866,2025-08-19,ES,iOS,TikTok
U001867,2025-08-21,GB,Android,App Store
U001868,2025-08-08,KR,Android,Organic
U001869,2026-01-20,PL,Android,Referral
U001870,2025-10-03,PL,iOS,TikTok
U001871,2026-03-25,JP,iOS,Organic
U001872,2026-03-21,KR,PC,TikTok
U001873,2025-07-21,JP,iOS,TikTok
U001874,2025-11-09,FR,iOS,Google Ads
U001875,2026-04-25,FR,iOS,Organic
U001876,2025-09-22,CN,PC,App Store
U001877,2025-08-31,CA,Android,YouTube
U001878,2025-07-23,DE,Android,Referral
U001879,2025-08-30,US,iOS,Google Ads
